symbol,entry_date,exit_date,entry_price,exit_price,shares,notional,pnl_gross,slippage,pnl_net,return_pct,hold_days,momentum_at_entry
WST,2020-03-19,2020-04-02,137.2763214111328,153.4403839111328,14277.771868099084,1960000.0,230786.79683669534,438.15735936733904,230348.639477328,11.774836573300785,14,0.3315344293657616
WST,2020-04-02,2020-04-16,153.4403839111328,165.169189453125,15701.150554513959,2409190.5689311177,184155.74163943704,518.669262114111,183637.07237732294,7.64388438234429,14,0.3989948002375372
NEM,2020-04-16,2020-04-30,50.402130126953125,50.04872131347656,15531.166924381521,782803.8963461078,-5488.8512746521055,155.46300901429112,-5644.3142836663965,-0.7011783283492057,14,0.7462764822073005
WST,2020-04-16,2020-04-30,165.169189453125,186.71261596679688,10531.568879705608,1739490.695530731,226886.0802336114,393.2753551528685,226492.80487845853,13.043247705581251,14,0.4763998278708703
BMY,2020-04-16,2020-04-30,48.29153060913086,49.30503463745117,5056.658998635846,244193.80281255994,5124.944264959588,49.86374941550391,5075.080515544084,2.0987200354521063,14,0.3369278445584496
NEM,2020-04-30,2020-05-14,50.04872131347656,56.07340621948242,16173.743534430096,809475.1827503353,97441.70854549085,181.38337825916523,97260.32516723168,12.037640019353702,14,0.989675503250973
WST,2020-04-30,2020-05-14,186.71261596679688,207.51878356933594,9701.857940752665,1811459.275856171,201858.48237132444,402.66355164549907,201455.81881967894,11.143418185645814,14,0.5762422825605786
TGT,2020-04-30,2020-05-14,94.155517578125,102.90702819824219,3456.9833508705556,325494.05666017806,30253.82650871197,71.14957663377801,30182.67693207819,9.294740069646657,14,0.4917355411859472
BMY,2020-04-30,2020-05-14,49.30503463745117,51.705013275146484,5265.869987953985,259633.90215238582,12637.975479970437,54.45437552647125,12583.521104443966,4.867613734262211,14,0.3485760987592388
NEM,2020-05-14,2020-05-28,56.07340621948242,49.40922546386719,13315.541108008048,746647.7455815524,-88737.1728025908,131.58211455579232,-88868.75491714658,-11.884743954255805,14,1.2023106474154668
WST,2020-05-14,2020-05-28,207.51878356933594,203.25692749023438,7186.533086045278,1491340.6040969018,-30627.96972042658,292.14252687529506,-30920.112247301873,-2.0537206347287618,14,0.8149513024124126
TGT,2020-05-14,2020-05-28,102.90702819824219,102.14994049072266,3766.0116265073275,387549.06464389747,-2851.2011088043337,76.93957270701863,-2928.1406815113523,-0.7357006812606204,14,0.7267328066085834
AAPL,2020-05-14,2020-05-28,75.06552124023438,77.1777572631836,9529.33293352653,715324.3437269006,20128.200296871088,147.09050880475436,19981.109788066333,2.813856465725939,14,0.640656857175302
CLX,2020-05-14,2020-05-28,174.33724975585938,173.28045654296875,1758.65637275578,306599.31529185816,-1858.5361185351535,60.948155834664604,-1919.4842743698182,-0.6061775176392614,14,0.426439142034017
BMY,2020-05-14,2020-05-28,51.705013275146484,48.49422836303711,4335.292453770064,224156.3538738235,-13919.69160014655,42.0473324547354,-13961.738932601285,-6.209813533986141,14,0.41270327825863284
NEM,2020-05-28,2020-06-11,49.40922546386719,47.356651306152344,13123.095649680932,648401.9917389798,-26936.126999755168,124.29317294784494,-27060.420172703012,-4.154232612320319,14,0.8846879071311535
AAPL,2020-05-28,2020-06-11,77.1777572631836,81.45800018310547,9391.60838827006,724823.2725007856,40198.36531057182,153.00432756227147,40045.360983009545,5.545954005019649,14,0.815583171817031
