date,equity,cash,invested,margin_debt,borrowing_cost,num_positions,pct_invested
2020-03-19,999971.1577089923,7782.173279945506,385100.4753760135,0,0,1,38.51115828763573
2020-03-20,976157.9009245757,7782.173279945506,361239.0369638943,0,0,1,37.00620940748867
2020-03-23,971533.4282465777,7782.173279945506,356566.37883425504,0,0,1,36.70140094693248
2020-03-24,989608.7878483725,7782.173279945506,374593.5491601661,0,0,1,37.85269025092381
2020-03-25,989187.1061471193,7782.173279945506,374123.67435848375,0,0,1,37.82132541291347
2020-03-26,1019981.389712939,7782.173279945506,404869.76099902496,0,0,1,39.69383805257177
2020-03-27,1005237.1594971145,7782.173279945506,390077.3300327691,0,0,1,38.80450760772825
2020-03-30,1034953.140052235,7782.173279945506,419745.10601200204,0,0,1,40.55691893362604
2020-03-31,1036217.9205353818,7782.173279945506,420961.67809350113,0,0,1,40.624821261149705
2020-04-01,1029492.0508654304,7782.173279945506,414187.5961958384,0,0,1,40.232228684782605
2020-04-02,1045626.1328966222,8676.95448758878,429378.68096530833,0,0,1,41.06426450683972
2020-04-03,1033731.8250952284,8676.95448758878,417436.15328316507,0,0,1,40.38147449361061
2020-04-06,1061223.0242824906,8676.95448758878,444879.1287627031,0,0,1,41.921360409937655
2020-04-07,1052555.7672872283,8676.95448758878,436163.644232438,0,0,1,41.43853064969382
2020-04-08,1070945.1462303153,8676.95448758878,454504.79181294056,0,0,1,42.43959584790869
2020-04-09,1065863.443460193,8676.95448758878,449374.8538523473,0,0,1,42.16064042814976
2020-04-13,1057499.4484575414,8676.95448758878,440962.6198310353,0,0,1,41.69861463986758
2020-04-14,1077433.5291712985,8676.95448758878,460848.45769763854,0,0,1,42.77279713506757
2020-04-15,1071744.8671763258,8676.95448758878,455111.54902671464,0,0,1,42.46454197870571
2020-04-16,1078696.7458337545,9323.414364742355,461368.7173019372,0,0,3,42.770938086527046
2020-04-17,1082150.5346363867,9323.414364742355,464774.25177011156,0,0,3,42.94913109535914
2020-04-20,1084287.9058233895,9323.414364742355,466863.3647929478,0,0,3,43.057140293234184
2020-04-21,1074321.5619372863,9323.414364742355,456848.7589126646,0,0,3,42.52439633519459
2020-04-22,1088488.6926924693,9323.414364742355,470967.6238433509,0,0,3,43.26803089505435
2020-04-23,1120074.00736902,9323.414364742355,502504.6688647836,0,0,3,44.86352379921162
2020-04-24,1136541.070606714,9323.414364742355,518923.45861643483,0,0,3,45.65813519958592
2020-04-27,1139696.8059620976,9323.414364742355,522030.9166545464,0,0,3,45.80436778655913
2020-04-28,1131236.9985157105,9323.414364742355,513522.8280593542,0,0,3,45.39480486698583
2020-04-29,1124313.2445921842,9323.414364742355,506550.7891551858,0,0,3,45.054240140960374
2020-04-30,1116757.2133062442,10067.750050283423,498202.13337092113,0,0,4,44.61149902904643
2020-05-01,1122477.806229653,10067.750050283423,503874.4336491008,0,0,4,44.88947851375253
2020-05-04,1122833.3390242078,10067.750050283423,504181.6699656771,0,0,4,44.902627348403584
2020-05-05,1137921.1548770007,10067.750050283423,519221.18550743756,0,0,4,45.62892457725341
2020-05-06,1136712.8682761798,10067.750050283423,517964.5947622261,0,0,4,45.566880539297244
2020-05-07,1142517.5060154842,10067.750050283423,523720.92452347797,0,0,4,45.839203492815464
2020-05-08,1146723.8595336447,10067.750050283423,527878.9662296195,0,0,4,46.03366031332948
2020-05-11,1161691.7498331936,10067.750050283423,542798.5408828782,0,0,4,46.72483392955302
2020-05-12,1154027.8242287957,10067.750050283423,535086.2957976153,0,0,4,46.36684528427193
2020-05-13,1154212.5426353356,10067.750050283423,535222.6908884106,0,0,4,46.37124196089333
2020-05-14,1170194.5200940745,11116.66076855638,550107.4304779482,0,0,6,47.00991339745155
2020-05-15,1176879.6944335485,11116.66076855638,556744.2738310057,0,0,6,47.3068127918526
2020-05-18,1181427.8686411185,11116.66076855638,561244.1132163666,0,0,6,47.505575931767304
2020-05-19,1174233.3063211215,11116.66076855638,554001.2122380635,0,0,6,47.179824422946396
2020-05-20,1170531.803271974,11116.66076855638,550251.3666942082,0,0,6,47.008664365726496
2020-05-21,1165438.8511134395,11116.66076855638,545110.0682042603,0,0,6,46.77294460223905
2020-05-22,1165000.463137853,11116.66076855638,544623.33006025,0,0,6,46.74876511150412
2020-05-26,1151058.8422849854,11116.66076855638,530633.3552016434,0,0,6,46.099585504097654
2020-05-27,1147805.0276265286,11116.66076855638,527331.1826998285,0,0,6,45.942574741135466
2020-05-28,1153668.9612920461,10780.705697940492,533482.7097546794,0,0,6,46.24226945979442
2020-05-29,1165295.0727017762,10780.705697940492,545060.4556448985,0,0,6,46.77445811052451
2020-06-01,1164691.1321131643,10780.705697940492,544408.1456982421,0,0,6,46.74270548540127
2020-06-02,1161611.212475114,10780.705697940492,541279.8528633097,0,0,6,46.597333690501536
2020-06-03,1157253.4795470403,10780.705697940492,536873.742899211,0,0,6,46.392061237037574
2020-06-04,1151355.595293677,10780.705697940492,530927.4777703756,0,0,6,46.1132494548699
2020-06-05,1152313.3488440271,10780.705697940492,531836.8466055015,0,0,6,46.15383889625399
2020-06-08,1156910.0322261578,10780.705697940492,536385.1414323512,0,0,6,46.36360014963517
2020-06-09,1161572.9150790062,10780.705697940492,540999.6318895569,0,0,6,46.57474574919474
2020-06-10,1174487.5447051697,10780.705697940492,553865.8652794117,0,0,6,47.15808760819579
2020-06-11,1151789.8665531268,10733.901203017725,531166.5915450114,0,0,4,46.11662308981697
2020-06-12,1148271.2306394363,10733.901203017725,527599.5517127651,0,0,4,45.94729342987732
2020-06-15,1163814.229587458,10733.901203017725,543094.14290065,0,0,4,46.66501999147775
2020-06-16,1167582.7533499133,10733.901203017725,546814.2550610827,0,0,4,46.83301920075619
