symbol,entry_date,exit_date,entry_price,exit_price,shares,notional,pnl_gross,slippage,pnl_net,return_pct,hold_days,momentum_at_entry
WST,2020-03-19,2020-04-02,137.2763214111328,153.4403839111328,2805.294251895525,385100.4753760135,45344.95161853001,86.0890853989087,45258.8625331311,11.774836573300785,14,0.3315344293657616
WST,2020-04-02,2020-04-16,153.4403839111328,165.169189453125,2798.3420662841218,429378.68096530833,32821.209935423074,92.43997818014627,32728.769957242926,7.64388438234429,14,0.3989948002375372
NEM,2020-04-16,2020-04-30,50.402130126953125,50.04872131347656,2590.140835529757,130548.61543950591,-915.3785994217637,25.92664736801683,-941.3052467897805,-0.7011783283492057,14,0.7462764822073005
WST,2020-04-16,2020-04-30,165.169189453125,186.71261596679688,1756.355253300205,290095.7735793329,37837.91033137452,65.58673678214149,37772.32359459238,13.043247705581251,14,0.4763998278708703
BMY,2020-04-16,2020-04-30,48.29153060913086,49.30503463745117,843.3016673817817,40724.3282830984,854.689636980672,8.315803584015814,846.3738333966562,2.0987200354521063,14,0.3369278445584496
NEM,2020-04-30,2020-05-14,50.04872131347656,56.07340621948242,2513.2990205268256,125787.4022557807,15141.834673247276,28.185847385805594,15113.64882586147,12.037640019353702,14,0.989675503250973
WST,2020-04-30,2020-05-14,186.71261596679688,207.51878356933594,1507.6083040315918,281489.49029900454,31367.55105266097,62.5714082703331,31304.979644390634,11.143418185645814,14,0.5762422825605786
TGT,2020-04-30,2020-05-14,94.155517578125,102.90702819824219,537.1936837767262,50579.74933569726,4701.2562286318935,11.056201112865832,4690.200027519028,9.294740069646657,14,0.4917355411859472
BMY,2020-04-30,2020-05-14,49.30503463745117,51.705013275146484,818.28340203199,40345.49148043865,1963.8626844574212,8.461870832979216,1955.400813624442,4.867613734262211,14,0.3485760987592388
NEM,2020-05-14,2020-05-28,56.07340621948242,49.40922546386719,1891.9684710736146,106089.11663296387,-12608.419875159561,18.696139351560863,-12627.116014511123,-11.884743954255805,14,1.2023106474154668
WST,2020-05-14,2020-05-28,207.51878356933594,203.25692749023438,1021.1146437712465,211900.46876024487,-4351.843652016113,41.50972502164575,-4393.353377037759,-2.0537206347287618,14,0.8149513024124126
TGT,2020-05-14,2020-05-28,102.90702819824219,102.14994049072266,535.1021938390021,55065.776550331444,-405.11929322224194,10.93213145142184,-416.0514246736638,-0.7357006812606204,14,0.7267328066085834
AAPL,2020-05-14,2020-05-28,75.06552124023438,77.1777572631836,1353.9966054967722,101638.4609491232,2859.9604050812445,20.89968427084089,2839.060720810404,2.813856465725939,14,0.640656857175302
CLX,2020-05-14,2020-05-28,174.33724975585938,173.28045654296875,249.88262825500567,43563.850171743485,-264.0742655591611,8.659955181236866,-272.734220740398,-0.6061775176392614,14,0.426439142034017
BMY,2020-05-14,2020-05-28,51.705013275146484,48.49422836303711,615.9897347681537,31849.757413541345,-1977.8105464078435,5.974389373426701,-1983.7849357812702,-6.209813533986141,14,0.41270327825863284
