date,equity,cash,invested,margin_debt,borrowing_cost,num_positions,pct_invested
2020-03-19,999804.0,19804.0,980000.0,0,0,1,98.01921176550604
2020-03-20,939081.6401508091,19804.0,919277.6401508091,0,0,1,97.89113116972241
2020-03-23,927190.7045123231,19804.0,907386.7045123231,0,0,1,97.86408557553256
2020-03-24,973066.0748352061,19804.0,953262.0748352061,0,0,1,97.96478363472347
2020-03-25,971870.3419418641,19804.0,952066.3419418641,0,0,1,97.96227962256465
2020-03-26,1050112.6886393337,19804.0,1030308.6886393337,0,0,1,98.11410716066476
2020-03-27,1012469.0520461141,19804.0,992665.0520461141,0,0,1,98.043989595536
2020-03-30,1087967.3241042306,19804.0,1068163.3241042306,0,0,1,98.17972474345169
2020-03-31,1091063.2450809705,19804.0,1071259.2450809705,0,0,1,98.1848898229057
2020-04-01,1073824.6263718468,19804.0,1054020.6263718468,0,0,1,98.15575099381803
2020-04-02,1114759.7839879952,22081.030644104583,1092678.7533438907,0,0,1,98.01921176550603
2020-04-03,1084368.5539666018,22081.030644104583,1062287.5233224973,0,0,1,97.96369688485225
2020-04-06,1154205.1750294238,22081.030644104583,1132124.1443853192,0,0,1,98.08690593996499
2020-04-07,1132026.093501882,22081.030644104583,1109945.0628577773,0,0,1,98.04942388069892
2020-04-08,1178700.4701339602,22081.030644104583,1156619.4394898557,0,0,1,98.1266631172553
2020-04-09,1165645.8531629667,22081.030644104583,1143564.822518862,0,0,1,98.10568273509591
2020-04-13,1144238.4806250953,22081.030644104583,1122157.4499809907,0,0,1,98.07024225998397
2020-04-14,1194843.7702972072,22081.030644104583,1172762.7396531026,0,0,1,98.15197340497393
2020-04-15,1180244.5400780912,22081.030644104583,1158163.5094339866,0,0,1,98.12911393407984
2020-04-16,1197812.8268549973,23726.135545603218,1174086.691309394,0,0,3,98.01921176550604
2020-04-17,1206479.1983403927,23726.135545603218,1182753.0627947894,0,0,3,98.03344014731124
2020-04-20,1211795.5531446303,23726.135545603218,1188069.417599027,0,0,3,98.04206778247094
2020-04-21,1186310.480052745,23726.135545603218,1162584.3445071417,0,0,3,98.00000624250168
2020-04-22,1222240.0322522393,23726.135545603218,1198513.896706636,0,0,3,98.05879901496249
2020-04-23,1302495.2022590463,23726.135545603218,1278769.066713443,0,0,3,98.17840898726901
2020-04-24,1344277.5811068194,23726.135545603218,1320551.4455612162,0,0,3,98.23502705995676
2020-04-27,1352185.41054893,23726.135545603218,1328459.2750033268,0,0,3,98.24534894693389
2020-04-28,1330534.1082098533,23726.135545603218,1306807.97266425,0,0,3,98.2167961423007
2020-04-29,1312791.7304072457,23726.135545603218,1289065.5948616425,0,0,3,98.19269614546985
2020-04-30,1293440.3294787668,25620.313866515586,1267820.0156122511,0,0,4,98.01921176550601
2020-05-01,1307875.1448790552,25620.313866515586,1282254.8310125396,0,0,4,98.04107341845044
2020-05-04,1308656.9969137765,25620.313866515586,1283036.6830472609,0,0,4,98.04224377152025
2020-05-05,1346929.4119673653,25620.313866515586,1321309.0981008497,0,0,4,98.09787256563848
2020-05-06,1343731.6518786382,25620.313866515586,1318111.3380121225,0,0,4,98.0933459570818
2020-05-07,1358380.304702343,25620.313866515586,1332759.9908358273,0,0,4,98.11390714530937
2020-05-08,1368961.6493969709,25620.313866515586,1343341.3355304552,0,0,4,98.1284856388927
2020-05-11,1406928.840026682,25620.313866515586,1381308.5261601664,0,0,4,98.1789900713081
2020-05-12,1387302.792626512,25620.313866515586,1361682.4787599964,0,0,4,98.15322840819704
2020-05-13,1387649.8895467347,25620.313866515586,1362029.575680219,0,0,4,98.15369034656975
2020-05-14,1428197.690186056,28289.571812519585,1399908.1183735365,0,0,6,98.01921176550607
2020-05-15,1445087.065561783,28289.571812519585,1416797.4937492635,0,0,6,98.04236211874736
2020-05-18,1456538.2137156455,28289.571812519585,1428248.641903126,0,0,6,98.05775285906489
2020-05-19,1438106.548701972,28289.571812519585,1409816.9768894524,0,0,6,98.03285981570326
2020-05-20,1428563.9776901084,28289.571812519585,1400274.4058775888,0,0,6,98.0197196447399
2020-05-21,1415480.450552861,28289.571812519585,1387190.8787403414,0,0,6,98.0014155757877
2020-05-22,1414241.8039875343,28289.571812519585,1385952.2321750147,0,0,6,97.99966513981163
2020-05-26,1378640.2500085426,28289.571812519585,1350350.678196023,0,0,6,97.9480091479743
2020-05-27,1370236.913064804,28289.571812519585,1341947.3412522844,0,0,6,97.93542477634438
2020-05-28,1385036.3249299426,27434.63656767999,1357601.6883622627,0,0,6,98.01921176550603
2020-05-29,1414499.261742306,27434.63656767999,1387064.625174626,0,0,6,98.06047006812238
