symbol,entry_date,exit_date,entry_price,exit_price,shares,notional,pnl_gross,slippage,pnl_net,return_pct,hold_days,momentum_at_entry
WST,2020-03-19,2020-04-02,137.2763214111328,153.4403839111328,7138.885934049542,980000.0,115393.39841834767,219.07867968366952,115174.319738664,11.774836573300785,14,0.3315344293657616
WST,2020-04-02,2020-04-16,153.4403839111328,165.169189453125,7121.194078716143,1092678.7533438907,83523.10057604784,235.24037078398774,83287.86020526386,7.64388438234429,14,0.3989948002375372
NEM,2020-04-16,2020-04-30,50.402130126953125,50.04872131347656,6591.365581516668,332218.86575392314,-2329.446689354058,65.97788381291382,-2395.4245731669716,-0.7011783283492057,14,0.7462764822073005
WST,2020-04-16,2020-04-30,165.169189453125,186.71261596679688,4469.556020551747,738232.945129867,96289.55167749626,166.90449936147266,96122.6471781348,13.043247705581251,14,0.4763998278708703
BMY,2020-04-16,2020-04-30,48.29153060913086,49.30503463745117,2146.026003284497,103634.88042560406,2175.005999208978,21.161977284962607,2153.8440219240156,2.0987200354521063,14,0.3369278445584496
NEM,2020-04-30,2020-05-14,50.04872131347656,56.07340621948242,6395.819266936441,320102.5760622659,38532.795799053434,71.72707437226387,38461.06872468117,12.037640019353702,14,0.989675503250973
WST,2020-04-30,2020-05-14,186.71261596679688,207.51878356933594,3836.547167355134,716331.7578968816,79823.84337903741,159.2311202551838,79664.61225878223,11.143418185645814,14,0.5762422825605786
TGT,2020-04-30,2020-05-14,94.155517578125,102.90702819824219,1367.0453394978656,128714.86149318515,11963.711806797277,28.13571465999648,11935.57609213728,9.294740069646657,14,0.4917355411859472
BMY,2020-04-30,2020-05-14,49.30503463745117,51.705013275146484,2082.359761328144,102670.8201599187,4997.618943183855,21.53368782062051,4976.085255363234,4.867613734262211,14,0.3485760987592388
NEM,2020-05-14,2020-05-28,56.07340621948242,49.40922546386719,4814.663237799861,269974.5675431601,-32085.78609411397,47.57775628980922,-32133.363850403777,-11.884743954255805,14,1.2023106474154668
WST,2020-05-14,2020-05-28,207.51878356933594,203.25692749023438,2598.5227619330835,539242.2826335846,-11074.530029628295,105.63355052079125,-11180.163580149087,-2.0537206347287618,14,0.8149513024124126
TGT,2020-05-14,2020-05-28,102.90702819824219,102.14994049072266,1361.7229359433952,140130.8605673201,-1030.9436958501506,27.819983374293994,-1058.7636792244446,-0.7357006812606204,14,0.7267328066085834
