Sector_ETF,Exposure
XLK,0.8188145071982924
XLV,0.03642454492267355
XLF,0.6057210621555941
XLE,-0.21767444299454955
XLI,1.165862755409891
XLY,-0.31960886964499463
XLP,-0.16313373586860994
XLU,0.38499871420667625
XLB,-0.235098017628396
XLC,-0.19045061722473164
XLRE,-0.20986801683464618
