date,equity,cash,invested,margin_debt,borrowing_cost,num_positions,pct_invested
2020-05-12,2470749.3457279033,36607.80316032366,6417668.868474405,3983527.3259068257,316.1529623735576,4,259.7458491518372
2020-05-13,2472069.0756780314,36291.650197950104,6419304.751386907,3983527.3259068257,316.1529623735576,4,259.6733568064331
2020-05-14,2662510.994904154,51308.64588478942,7833607.04705809,5222404.698038725,414.47656333640674,6,294.2187679994947
2020-05-15,2756606.099524917,50894.16932145301,7928116.628242189,5222404.698038725,414.47656333640674,6,287.6042619802861
2020-05-18,2820269.967602672,50479.6927581166,7992194.97288328,5222404.698038725,414.47656333640674,6,283.384039992346
2020-05-19,2716715.5641790805,50065.216194780194,7889055.046023025,5222404.698038725,414.47656333640674,6,290.3894375268133
2020-05-20,2662902.7605795106,49650.73963144379,7835656.718986792,5222404.698038725,414.47656333640674,6,294.2524539379563
2020-05-21,2589275.471662606,49236.26306810738,7762443.906633224,5222404.698038725,414.47656333640674,6,299.7921229929569
2020-05-22,2581929.775588786,48821.78650477097,7755512.687122741,5222404.698038725,414.47656333640674,6,300.37659275044246
2020-05-26,2382296.09279635,48407.30994143456,7556293.480893641,5222404.698038725,414.47656333640674,6,317.18531981572573
2020-05-27,2334858.2161703315,47992.833378098156,7509270.080830959,5222404.698038725,414.47656333640674,6,321.61567793815647
2020-05-28,2417393.3477267176,46585.03926562092,7112424.925383293,4741616.616922196,376.3187791208092,6,294.21876799949484
2020-05-29,2571372.2628542697,46208.72048650011,7266780.159289965,4741616.616922196,376.3187791208092,6,282.6031945768797
2020-06-01,2562299.3069792474,45832.4017073793,7258083.522194064,4741616.616922196,376.3187791208092,6,283.26446884734884
2020-06-02,2520216.3920420185,45456.08292825849,7216376.926035956,4741616.616922196,376.3187791208092,6,286.3395757928885
2020-06-03,2461097.5390446,45079.76414913768,7157634.391817658,4741616.616922196,376.3187791208092,6,290.83099220018147
2020-06-04,2381445.2408532966,44703.44537001687,7078358.412405476,4741616.616922196,376.3187791208092,6,297.2295264647457
2020-06-05,2393192.6843837183,44327.126590896056,7090482.174715018,4741616.616922196,376.3187791208092,6,296.2771122017247
2020-06-08,2453454.5173253054,43950.807811775245,7151120.326435726,4741616.616922196,376.3187791208092,6,291.4714854478614
2020-06-09,2514598.874559967,43574.489032654434,7212641.002449509,4741616.616922196,376.3187791208092,6,286.8306780623871
2020-06-10,2685755.985795631,43198.17025353362,7384174.432464293,4741616.616922196,376.3187791208092,6,274.9383961729047
2020-06-11,2382147.577291645,45905.82601254823,7008725.253837289,4672483.502558192,370.83202401255494,4,294.21876799949473
2020-06-12,2334709.775033322,45534.99398853567,6961658.283602979,4672483.502558192,370.83202401255494,4,298.18088560937383
2020-06-15,2538789.5509448256,45164.16196452312,7166108.891538495,4672483.502558192,370.83202401255494,4,282.2647859438205
2020-06-16,2587505.473360871,44793.329940510564,7215195.645978552,4672483.502558192,370.83202401255494,4,278.84755105877497
2020-06-17,2600443.2168755205,44422.49791649801,7228504.221517215,4672483.502558192,370.83202401255494,4,277.9720077949786
2020-06-18,2631618.9956138628,44051.66589248546,7260050.8322795695,4672483.502558192,370.83202401255494,4,275.8777332273382
2020-06-19,2725770.1458591484,43680.8338684729,7354572.814548868,4672483.502558192,370.83202401255494,4,269.81632423121084
2020-06-22,2818402.950116869,43310.00184446035,7447576.450830601,4672483.502558192,370.83202401255494,4,264.2481072666269
2020-06-23,2856598.2359403353,42939.169820447794,7486142.56867808,4672483.502558192,370.83202401255494,4,262.0649440474709
2020-06-24,2790196.4674878344,42568.33779643524,7420111.632249591,4672483.502558192,370.83202401255494,4,265.9350952060491
2020-06-25,2938389.8334505847,56625.04445034606,8645294.367000714,5763529.578000476,457.4229823809901,12,294.2187679994947
2020-06-26,2834626.505982439,56167.62146796507,8541988.46251495,5763529.578000476,457.4229823809901,12,301.34440796652416
2020-06-29,2885474.6510442058,55710.198485584086,8593294.030559096,5763529.578000476,457.4229823809901,12,297.8121477327595
2020-06-30,3072664.789811733,55252.7755032031,8780941.592309006,5763529.578000476,457.4229823809901,12,285.7760996716803
2020-07-01,3073454.0382733317,54795.35252082211,8782188.263752986,5763529.578000476,457.4229823809901,12,285.74327627449486
2020-07-02,3129478.076789151,54337.92953844112,8838669.725251185,5763529.578000476,457.4229823809901,12,282.4327094925577
2020-07-06,3265945.4069555113,53880.506556060136,8975594.478399927,5763529.578000476,457.4229823809901,12,274.8237756603196
2020-07-07,3234930.789890119,53423.08357367915,8945037.284316916,5763529.578000476,457.4229823809901,12,276.5140234923157
2020-07-08,3356727.8287237315,52965.66059129816,9067291.746132908,5763529.578000476,457.4229823809901,12,270.122935453495
2020-07-09,3371985.445863692,64980.76721621791,9921014.035942422,6614009.357294949,524.9213775630911,12,294.2187679994947
2020-07-10,3315468.8395184297,64455.845838654815,9865022.350974724,6614009.357294949,524.9213775630911,12,297.54531948512033
2020-07-13,3180160.9854829777,63930.92446109172,9730239.418316836,6614009.357294949,524.9213775630911,12,305.9668822658386
2020-07-14,3344799.7101732474,63406.00308352863,9895403.064384667,6614009.357294949,524.9213775630911,12,295.8444128743399
2020-07-15,3457044.693049794,62881.08170596554,10008172.968638778,6614009.357294949,524.9213775630911,12,289.50082678305205
2020-07-16,3389495.4188448954,62356.160328402446,9941148.615811441,6614009.357294949,524.9213775630911,12,293.29287658985186
2020-07-17,3505059.0886089504,61831.23895083935,10057237.20695306,6614009.357294949,524.9213775630911,12,286.9348833415663
2020-07-20,3654485.033946244,61306.31757327626,10207188.073667917,6614009.357294949,524.9213775630911,12,279.3057839573591
2020-07-21,3615973.028912101,60781.39619571317,10169200.990011336,6614009.357294949,524.9213775630911,12,281.23000112837775
2020-07-22,3708213.5407964587,60256.474818150076,10261966.423273258,6614009.357294949,524.9213775630911,12,276.73612402238217
2020-07-23,3597960.137014107,69335.47426882782,10585873.98823584,7057249.325490561,560.0991528167112,12,294.2187679994948
2020-07-24,3587517.1130873123,68775.37511601111,10575991.063461863,7057249.325490561,560.0991528167112,12,294.799738372829
2020-07-27,3748070.8512051096,68215.2759631944,10737104.900732476,7057249.325490561,560.0991528167112,12,286.4701689745325
2020-07-28,3669898.6633875826,67655.1768103777,10659492.812067766,7057249.325490561,560.0991528167112,12,290.45741557965204
2020-07-29,3808513.772743269,67095.07765756099,10798668.020576268,7057249.325490561,560.0991528167112,12,283.54021187635084
2020-07-30,3718660.152722788,66534.97850474429,10709374.499708606,7057249.325490561,560.0991528167112,12,287.99013784218073
2020-07-31,3904186.1087202905,65974.87935192758,10895460.554858925,7057249.325490561,560.0991528167112,12,279.071239214829
2020-08-03,4097367.7471575746,65414.780199110864,11089202.292449025,7057249.325490561,560.0991528167112,12,270.6421043154309
2020-08-04,4073118.3409529766,64854.68104629415,11065512.985397244,7057249.325490561,560.0991528167112,12,271.6717772262977
2020-08-05,4089544.27503221,64294.581893477436,11082499.018629294,7057249.325490561,560.0991528167112,12,270.995941682084
2020-08-06,4172037.611111343,80398.39114889549,12274917.65988735,8183278.439924901,649.4665428511827,12,294.21876799949484
2020-08-07,4018548.857181171,79748.92460604431,12122078.372500028,8183278.439924901,649.4665428511827,12,301.65312910997216
2020-08-10,3958318.9570998084,79099.45806319313,12062497.938961517,8183278.439924901,649.4665428511827,12,304.7378968116177
2020-08-11,3721464.6036550365,78449.99152034195,11826293.052059596,8183278.439924901,649.4665428511827,12,317.7859878190001
2020-08-12,3977433.360437002,77800.52497749077,12082911.275384413,8183278.439924901,649.4665428511827,12,303.78664280265554
2020-08-13,4032172.482423065,77151.05843463959,12138299.863913327,8183278.439924901,649.4665428511827,12,301.0362259260056
2020-08-14,3987055.0768363904,76501.59189178841,12093831.924869504,8183278.439924901,649.4665428511827,12,303.32743570890426
2020-08-17,4164410.2819829118,75852.12534893723,12271836.596558876,8183278.439924901,649.4665428511827,12,294.6836590441699
2020-08-18,4218999.815622654,75202.65880608605,12327075.59674147,8183278.439924901,649.4665428511827,12,292.1800458747401
2020-08-19,4297068.0015693195,74553.19226323487,12405793.249230986,8183278.439924901,649.4665428511827,12,288.7036752664911
2020-08-20,4359671.671428883,84014.24459520304,12826972.280501047,8551314.853667367,678.6757820370926,12,294.2187679994949
2020-08-21,4372674.974059973,83335.56881316594,12840654.258914175,8551314.853667367,678.6757820370926,12,293.65672809181586
2020-08-24,4424245.347999912,82656.89303112884,12892903.30863615,8551314.853667367,678.6757820370926,12,291.41474521671137
2020-08-25,4442050.652977465,81978.21724909174,12911387.28939574,8551314.853667367,678.6757820370926,12,290.6627658723648
2020-08-26,4606660.376816602,81299.54146705465,13076675.689016916,8551314.853667367,678.6757820370926,12,283.86454870487876
2020-08-27,4558065.0145317055,80620.86568501755,13028759.002514055,8551314.853667367,678.6757820370926,12,285.8396920837389
2020-08-28,4681777.476770552,79942.18990298045,13153150.14053494,8551314.853667367,678.6757820370926,12,280.9435135650203
2020-08-31,4869072.394232161,79263.51412094335,13341123.733778585,8551314.853667367,678.6757820370926,12,273.99723507053017
2020-09-01,5026918.121802477,78584.83833890625,13499648.137130938,8551314.853667367,678.6757820370926,12,268.54720546533264
2020-09-02,5135898.321324959,77906.16255686915,13609307.012435457,8551314.853667367,678.6757820370926,12,264.9839650432279
2020-09-03,4383184.738783123,84467.3595865973,12896152.13758958,8597434.758393053,682.3360919359566,12,294.2187679994948
2020-09-04,4324587.946628813,83785.02349466135,12838237.681527205,8597434.758393053,682.3360919359566,12,296.8661486358514
2020-09-08,3979405.7619885895,83102.6874027254,12493737.832978917,8597434.758393053,682.3360919359566,12,313.9598869841195
2020-09-09,4397811.6395860985,82420.35131078944,12912826.046668362,8597434.758393053,682.3360919359566,12,293.61935218952794
2020-09-10,4175033.248715235,81738.01521885348,12690729.991889434,8597434.758393053,682.3360919359566,12,303.967159921294
2020-09-11,4198692.41741598,81055.67912691753,12715071.496682115,8597434.758393053,682.3360919359566,12,302.8340786274458
2020-09-14,4415253.702752316,80373.34303498158,12932315.118110389,8597434.758393053,682.3360919359566,12,292.9008385191735
2020-09-15,4545673.489815485,79691.00694304562,13063417.241265493,8597434.758393053,682.3360919359566,12,287.3813367927522
2020-09-16,4455930.491517147,79008.67085110967,12974356.57905909,8597434.758393053,682.3360919359566,12,291.1705333770053
2020-09-17,4356852.999762971,83959.92661242369,12818679.219451642,8545786.146301094,678.2369957381821,12,294.21876799949473
2020-09-18,4226338.804207085,83281.6896166855,12688843.260891493,8545786.146301094,678.2369957381821,12,300.2325144463207
2020-09-21,4088063.2896687128,82603.45262094731,12551245.98334886,8545786.146301094,678.2369957381821,12,307.02181189484435
2020-09-22,4188187.3786680177,81925.21562520912,12652048.309343902,8545786.146301094,678.2369957381821,12,302.08887916012185
2020-09-23,3671239.719172025,81246.97862947093,12135778.886843648,8545786.146301094,678.2369957381821,12,330.56351028966947
2020-09-24,3795818.775823742,80568.74163373274,12261036.180491105,8545786.146301094,678.2369957381821,12,323.01426660787564
2020-09-25,3988492.872157939,79890.50463799456,12454388.51382104,8545786.146301094,678.2369957381821,12,312.2580110587662
2020-09-28,4199337.277146146,79212.26764225637,12665911.155804984,8545786.146301094,678.2369957381821,12,301.61690571357707
2020-09-29,4144388.1376317423,78534.03064651818,12611640.253286319,8545786.146301094,678.2369957381821,12,304.30644607754044
2020-09-30,4300568.432014614,77855.79365077999,12768498.784664929,8545786.146301094,678.2369957381821,12,296.90258361226654
2020-10-01,4313675.367280329,83127.86024370871,12691642.521109862,8461095.014073242,671.5154773074001,12,294.21876799949473
2020-10-02,4216691.104064845,82456.34476640131,12595329.773371685,8461095.014073242,671.5154773074001,12,298.7017417811308
2020-10-05,4538022.371032458,81784.8292890939,12917332.555816606,8461095.014073242,671.5154773074001,12,284.6467359498219
2020-10-06,4299326.835889688,81113.3138117865,12679308.536151143,8461095.014073242,671.5154773074001,12,294.9138090713992
2020-10-07,4585208.624895364,80441.7983344791,12965861.840634126,8461095.014073242,671.5154773074001,12,282.7758320578055
2020-10-08,4590386.304264393,79770.2828571717,12971711.035480462,8461095.014073242,671.5154773074001,12,282.5843006596189
2020-10-09,4813845.965206908,79098.7673798643,13195842.211900285,8461095.014073242,671.5154773074001,12,274.122651769002
2020-10-12,4976140.49977288,78427.25190255689,13358808.261943566,8461095.014073242,671.5154773074001,12,268.4572162412473
2020-10-13,4886955.231843408,77755.73642524949,13270294.5094914,8461095.014073242,671.5154773074001,12,271.545244020697
2020-10-14,4765880.824560158,77084.22094794209,13149891.617685458,8461095.014073242,671.5154773074001,12,275.9173403984364
2020-10-15,4787222.056776982,92253.47116054468,14084905.756849306,9389937.171232868,745.2331088280054,12,294.2187679994947
2020-10-16,4753624.418895904,91508.23805171667,14052053.352077056,9389937.171232868,745.2331088280054,12,295.6071433876731
2020-10-19,4541898.22028975,90763.00494288867,13841072.38657973,9389937.171232868,745.2331088280054,12,304.74202008200746
2020-10-20,4677231.218881154,90017.77183406067,13977150.618279962,9389937.171232868,745.2331088280054,12,298.83386055101744
2020-10-21,4651907.5399923455,89272.53872523266,13952572.17249998,9389937.171232868,745.2331088280054,12,299.9322762232488
2020-10-22,4626246.186811058,88527.30561640466,13927656.052427521,9389937.171232868,745.2331088280054,12,301.0573905931294
2020-10-23,4670422.794492489,87782.07250757665,13972577.89321778,9389937.171232868,745.2331088280054,12,299.1715848444104
2020-10-26,4380864.728140183,87036.83939874865,13683765.059974302,9389937.171232868,745.2331088280054,12,312.35306062014604
2020-10-27,4541866.889304193,86291.60628992064,13845512.45424714,9389937.171232868,745.2331088280054,12,304.84188092021014
2020-10-28,4015743.150758896,85546.37318109264,13320133.94881067,9389937.171232868,745.2331088280054,12,331.6978563804169
2020-10-29,4213742.3363018725,81202.07345503962,12397620.78854049,8265080.525693657,655.9587718804489,12,294.2187679994946
2020-10-30,4023579.564402219,80546.11468315916,12208113.975412717,8265080.525693657,655.9587718804489,12,303.41425539142955
2020-11-02,4251254.225518508,79890.1559112787,12436444.595300887,8265080.525693657,655.9587718804489,12,292.5358949518966
2020-11-03,4492680.658634521,79234.19713939825,12678526.987188779,8265080.525693657,655.9587718804489,12,282.20405478457076
2020-11-04,4619843.1601368785,78578.2383675178,12806345.447463017,8265080.525693657,655.9587718804489,12,277.2030348987775
2020-11-05,5073394.160897462,77922.27959563734,13260552.40699548,8265080.525693657,655.9587718804489,12,261.37437751632814
2020-11-06,5187592.978725335,77266.32082375689,13375407.183595235,8265080.525693657,655.9587718804489,12,257.8345532976213
2020-11-09,4967137.6762221325,76610.36205187644,13155607.839863913,8265080.525693657,655.9587718804489,12,264.8528931026068
2020-11-10,4876535.208275719,75954.40327999598,13065661.33068938,8265080.525693657,655.9587718804489,12,267.929190965674
2020-11-11,5036223.310136594,75298.44450811553,13226005.391322136,8265080.525693657,655.9587718804489,12,262.61753256059285
2020-11-12,5031041.159556456,96952.05382495635,14802267.317194497,9868178.211462997,783.1887469415077,12,294.21876799949473
2020-11-13,5212825.876731448,96168.86507801485,14984835.22311643,9868178.211462997,783.1887469415077,12,287.4608816305262
2020-11-16,5485656.446147133,95385.67633107334,15258448.981279057,9868178.211462997,783.1887469415077,12,278.1517422950516
2020-11-17,5356908.581760878,94602.48758413183,15130484.305639742,9868178.211462997,783.1887469415077,12,282.4480588889605
2020-11-18,5079062.593199009,93819.29883719032,14853421.505824815,9868178.211462997,783.1887469415077,12,292.4441515194933
2020-11-19,5144065.4623938445,93036.11009024881,14919207.563766593,9868178.211462997,783.1887469415077,12,290.0275603573634
2020-11-20,5186977.526134709,92252.9213433073,14962902.816254398,9868178.211462997,783.1887469415077,12,288.4705542074061
2020-11-23,5185606.180294199,91469.7325963658,14962314.65916083,9868178.211462997,783.1887469415077,12,288.5354988201584
2020-11-24,5330647.218319787,90686.54384942428,15108138.88593336,9868178.211462997,783.1887469415077,12,283.42034779588033
2020-11-25,5381205.3760687,89903.35510248278,15159480.232429214,9868178.211462997,783.1887469415077,12,281.7116087010257
2020-11-27,5537769.330307545,106717.09754596812,16293156.69828472,10862104.465523142,862.0717829780272,12,294.21876799949456
2020-11-30,5529474.987378605,105855.02576299009,16285724.427138757,10862104.465523142,862.0717829780272,12,294.5256912150251
2020-12-01,5626873.844051259,104992.95398001205,16383985.35559439,10862104.465523142,862.0717829780272,12,291.1738526520471
2020-12-02,5710933.114909317,104130.88219703402,16468906.698235426,10862104.465523142,862.0717829780272,12,288.3750582762154
2020-12-03,5651069.773335885,103268.81041405599,16409905.428444972,10862104.465523142,862.0717829780272,12,290.3858222716304
2020-12-04,5809701.751413476,102406.73863107795,16569399.478305541,10862104.465523142,862.0717829780272,12,285.202239069747
2020-12-07,5792113.958400611,101544.66684809992,16552673.757075652,10862104.465523142,862.0717829780272,12,285.7794904582019
2020-12-08,5837805.217798971,100682.59506512189,16599227.08825699,10862104.465523142,862.0717829780272,12,284.34020096537927
2020-12-09,5665485.794875963,99820.52328214385,16427769.73711696,10862104.465523142,862.0717829780272,12,289.9622438727979
2020-12-10,5722687.411724754,98958.45149916582,16485833.42574873,10862104.465523142,862.0717829780272,12,288.07852394614866
2020-12-11,5591793.330329763,107758.1818050469,16452105.445574146,10968070.29704943,870.4817696070976,12,294.21876799949473
2020-12-14,5417060.381887011,106887.7000354398,16278242.978901,10968070.29704943,870.4817696070976,12,300.49956676374615
2020-12-15,5753800.233928468,106017.21826583271,16615853.312712064,10968070.29704943,870.4817696070976,12,288.7805039655924
2020-12-16,5794398.912636099,105146.73649622561,16657322.473189304,10968070.29704943,870.4817696070976,12,287.47282892215014
2020-12-17,6000678.049212508,104276.25472661851,16864472.09153532,10968070.29704943,870.4817696070976,12,281.042774720242
2020-12-18,5958389.409434095,103405.77295701142,16823053.933526512,10968070.29704943,870.4817696070976,12,282.34230389323113
2020-12-21,6120122.1720782,102535.29118740432,16985657.177940223,10968070.29704943,870.4817696070976,12,277.53787751874944
2020-12-22,6201948.727701426,101664.80941779722,17068354.21533306,10968070.29704943,870.4817696070976,12,275.2095343693523
2020-12-23,6259675.110377107,100794.32764819013,17126951.079778347,10968070.29704943,870.4817696070976,12,273.60766777473464
2020-12-24,6316745.51530854,99923.84587858303,17184891.966479387,10968070.29704943,870.4817696070976,12,272.05294126274447
2020-12-28,6323787.238273984,121864.27048765503,18605768.90335899,12403845.93557266,984.4322171089412,12,294.21876799949473
2020-12-29,6237669.52353798,120879.83827054608,18520635.620840095,12403845.93557266,984.4322171089412,12,296.9159483514168
2020-12-30,6497668.440657629,119895.40605343714,18781618.97017685,12403845.93557266,984.4322171089412,12,289.0516674051156
2020-12-31,6479957.2044991385,118910.9738363282,18764892.16623547,12403845.93557266,984.4322171089412,12,289.58358171264933
2021-01-04,6556337.842713499,117926.54161921925,18842257.23666694,12403845.93557266,984.4322171089412,12,287.38996812996163
2021-01-05,6979123.387681326,116942.1094021103,19266027.213851877,12403845.93557266,984.4322171089412,12,276.0522510299482
2021-01-06,7361660.514932977,115957.67718500136,19649548.773320634,12403845.93557266,984.4322171089412,12,266.9173447140347
2021-01-07,7948243.504928829,114973.24496789242,20237116.195533596,12403845.93557266,984.4322171089412,12,254.61117519844788
2021-01-08,7989277.688034279,113988.81275078347,20279134.810856156,12403845.93557266,984.4322171089412,12,253.8293898737388
2021-01-11,7698499.550283948,148356.03985325532,22650430.53129206,15100287.020861367,1198.4354778461402,12,294.21876799949456
2021-01-12,7831849.392914576,147157.6043754092,22784978.809400532,15100287.020861367,1198.4354778461402,12,290.9271829207282
2021-01-13,7748406.691391459,145959.16889756307,22702734.543355264,15100287.020861367,1198.4354778461402,12,292.99874732411996
2021-01-14,7917928.45516721,144760.73341971694,22873454.74260886,15100287.020861367,1198.4354778461402,12,288.88180629722325
2021-01-15,7488189.928995056,143562.2979418708,22444914.65191455,15100287.020861367,1198.4354778461402,12,299.7375182085792
2021-01-19,7742191.104583284,142363.86246402469,22700114.262980625,15100287.020861367,1198.4354778461402,12,293.20012844351555
2021-01-20,7888817.770469388,141165.42698617856,22847939.364344575,15100287.020861367,1198.4354778461402,12,289.6243775572105
2021-01-21,7781392.578730257,139966.99150833243,22741712.608083293,15100287.020861367,1198.4354778461402,12,292.2576181318205
2021-01-22,7781294.773771582,138768.5560304863,22742813.238602463,15100287.020861367,1198.4354778461402,12,292.27543615571136
2021-01-25,7601886.254590131,146494.22693079183,22366176.082978025,14910784.055318687,1183.3955599459275,12,294.21876799949484
2021-01-26,7267339.736840252,145310.8313708459,22032812.960788094,14910784.055318687,1183.3955599459275,12,303.17576663022066
2021-01-27,6539780.762088556,144127.43581089997,21306437.38159634,14910784.055318687,1183.3955599459275,12,325.797425887896
2021-01-28,6929255.211713035,142944.04025095404,21697095.22678077,14910784.055318687,1183.3955599459275,12,313.12304950327933
2021-01-29,6547210.109012198,141760.6446910081,21316233.519639876,14910784.055318687,1183.3955599459275,12,325.5773553119702
2021-02-01,6833521.591001786,140577.24913106218,21603728.397189412,14910784.055318687,1183.3955599459275,12,316.14341316542664
2021-02-02,6956328.598940302,139393.85357111625,21727718.800687872,14910784.055318687,1183.3955599459275,12,312.34462966568
2021-02-03,6915650.7534459755,138210.45801117033,21688224.350753494,14910784.055318687,1183.3955599459275,12,313.6107522483917
2021-02-04,6992830.060180951,137027.0624512244,21766587.053048413,14910784.055318687,1183.3955599459275,12,311.2700704253231
2021-02-05,7315430.083285075,135843.66689127847,22090370.471712485,14910784.055318687,1183.3955599459275,12,301.969538635691
2021-02-08,7624960.031823467,146938.8764618383,22434063.466084883,14956042.310723253,1186.9874849780358,12,294.2187679994947
2021-02-09,7477586.531478684,145751.88897686027,22287876.953225076,14956042.310723253,1186.9874849780358,12,298.0624411285505
2021-02-10,7321040.848048534,144564.90149188222,22132518.257279906,14956042.310723253,1186.9874849780358,12,302.313820079005
2021-02-11,7291327.762657721,143377.91400690418,22103992.15937407,14956042.310723253,1186.9874849780358,12,303.1545539974062
2021-02-12,7451715.529799491,142190.92652192613,22265566.914000817,14956042.310723253,1186.9874849780358,12,298.7978650682594
2021-02-16,7587274.652260035,141003.93903694808,22402313.02394634,14956042.310723253,1186.9874849780358,12,295.2616591686624
2021-02-17,7592216.373805359,139816.95155197004,22408441.73297664,14956042.310723253,1186.9874849780358,12,295.15019896285065
2021-02-18,7282288.49306776,138629.964066992,22099700.83972402,14956042.310723253,1186.9874849780358,12,303.47192178339844
2021-02-19,7938442.772217751,137442.97658201394,22757042.10635899,14956042.310723253,1186.9874849780358,12,286.66884374353674
2021-02-22,7822493.564018162,150745.50038682666,23015244.190893997,15343496.127262661,1217.737787877989,12,294.2187679994947
2021-02-23,7770801.41670304,149527.76259894867,22964769.78136675,15343496.127262661,1217.737787877989,12,295.5264013310758
2021-02-24,8071436.489233272,148310.02481107067,23266622.591684863,15343496.127262661,1217.737787877989,12,288.2587581866115
2021-02-25,7484740.0564866755,147092.28702319268,22681143.896726143,15343496.127262661,1217.737787877989,12,303.0318184139134
2021-02-26,7365970.306541024,145874.54923531468,22563591.88456837,15343496.127262661,1217.737787877989,12,306.3220586774803
2021-03-01,7834296.048007539,144656.8114474367,23033135.363822762,15343496.127262661,1217.737787877989,12,294.003892917484
2021-03-02,7544966.308492901,143439.0736595587,22745023.362096004,15343496.127262661,1217.737787877989,12,301.4595749286957
2021-03-03,7072701.277234057,142221.3358716807,22273976.068625037,15343496.127262661,1217.737787877989,12,314.92883971109535
2021-03-04,6377354.760600759,141003.5980838027,21579847.28977962,15343496.127262661,1217.737787877989,12,338.38241872789837
